Date,Time,sma_diff,wavg_diff,xavg_diff,hma_diff,adma_diff,tsi_diff,rsi_diff,gauss_diff,momo_diff,t3_diff,macd_diff
20140102,105300,0.001125,0.00161,0.013944,0.002779,0.015867,-5.158543,-0.43998,0.005355,-1.00E-04,-0.016145,-0.015026
20140102,105400,0.002025,0.002976,0.015609,0.004908,0.019401,-5.439677,1.757229,-8.90E-05,0.01,-0.015676,-0.001836
20140102,105500,0.001575,0.001887,0.012093,0.004018,0.016209,-5.761959,-1.322769,0.000671,-0.005,-0.02387,-0.004325
20140102,105600,0.001575,0.001653,0.013374,0.002825,0.016428,-5.120992,-0.379503,-0.00322,0,-0.019649,0.003041
20140102,105700,0.001542,0.00141,0.008392,0.00126,0.011884,-5.149801,-0.123648,0.003838,0,-0.029708,-0.006366
20140102,105800,0.001242,0.001212,0.006241,7.50E-05,0.008821,-4.94659,-0.190596,0.001246,-0.004,-0.031463,-0.005095
20140102,105900,0.001242,0.001067,0.007544,-0.000732,0.011412,-4.111864,-0.278471,-0.002932,0,-0.02466,0.001741
20140102,110000,0.001275,0.000806,0.004474,-0.001127,0.008294,-3.78299,-0.131341,0.001878,0,-0.027949,-0.00383
20140102,110100,0.002525,0.002941,0.002759,0.002181,0.003259,-3.33154,2.974773,0.007788,0.015,-0.029127,-0.005889
20140102,110200,0.002525,0.00256,-0.003301,0.003996,-0.008855,-3.81807,-0.249503,0.008823,0,-0.038052,-0.013432
20140102,110300,0.002692,0.002449,-0.007917,0.004653,-0.017468,-4.527232,0.173652,0.006334,0.002,-0.042803,-0.014664
20140102,110400,0.001825,0.002065,-0.014781,0.003782,-0.030576,-5.762012,-0.168539,0.006352,-0.01,-0.051355,-0.019215
20140102,110500,0.001833,0.001831,-0.021998,0.002682,-0.042643,-7.334505,-0.100084,0.005645,0.0001,-0.059846,-0.022598
20140102,110600,0.001033,0.001472,-0.020679,0.001378,-0.038053,-6.645635,-0.328129,-0.004503,-0.01,-0.047203,-0.007749
20140102,110700,0.001417,0.00139,-0.015483,1.30E-05,-0.024752,-3.985359,-0.403449,-0.008629,0.005,-0.026364,0.006079
20140102,110800,0.001383,0.001133,-0.010168,-0.000695,-0.012735,-0.889808,-0.418519,-0.006693,0,-0.00751,0.011916
20140102,110900,0.001417,0.000967,-0.001829,-0.000968,0.003836,2.726344,-0.464757,-0.007506,0,0.015727,0.02024
20140102,111000,0.001367,0.000541,-0.002263,-0.001025,0.002541,3.934088,-0.462797,0.002876,-0.001,0.015925,0.007053
20140102,111100,0.0013,0.000369,-0.005435,-0.000983,-0.005753,3.24466,-0.156008,0.00698,0,0.008274,-0.004339
20140102,111200,0.001333,0.000108,-0.003014,-0.000758,-0.003386,3.066462,-0.218185,-0.000468,0,0.013655,0.001907
20140102,111300,0,-0.000174,-0.003019,-0.000642,-0.003521,2.566667,-0.405748,0.000264,-0.016,0.012588,0.000109
20140102,111400,-3.30E-05,-0.000197,-0.00298,-0.000573,-0.003805,2.052715,-0.157034,0.000322,0,0.011217,-0.000498
20140102,111500,-0.00055,-0.000977,-0.003224,-0.001451,-0.003992,1.470432,-1.505485,-0.001869,-0.007,0.009733,-0.000541
20140102,111600,-0.0002,-0.000138,-0.004844,-0.000747,-0.008086,0.70591,1.103757,0.002919,0.005,0.003661,-0.004551
20140102,111700,-0.000283,-0.000208,-0.007434,-0.000332,-0.013171,-0.449555,-0.586195,0.002607,-0.001,-0.003111,-0.007211
20140102,111800,-0.000283,-0.000179,-0.008402,0.000154,-0.013521,-1.317213,-0.192827,0.000387,0,-0.00544,-0.005385
20140102,111900,-0.000283,-0.000136,0.000863,0.000145,0.006049,1.127112,0.101756,-0.010798,0,0.016205,0.015328
20140102,112000,-0.00025,-0.000108,0.005384,0.000247,0.01134,3.257841,0.015184,-0.00476,0,0.024613,0.015027
20140102,112100,-0.00025,-0.0001,0.010857,0.000358,0.016252,5.150555,0.051716,-0.003642,0,0.034153,0.01701
20140102,112200,-0.0002,-0.000108,0.018195,0.000132,0.030244,7.081941,0.096866,-0.004783,0.001,0.046486,0.021567
20140102,112300,0.000283,0.000708,0.027144,0.001151,0.04453,9.165935,1.079135,-0.00365,0.005,0.060354,0.0265
20140102,112400,0.000283,0.000733,0.028847,0.001515,0.044013,8.76736,-0.411042,0.003558,0,0.056026,0.015682
20140102,112500,0.000367,0.000605,0.028004,0.001554,0.040505,6.817677,-0.284523,0.005874,0.001,0.045576,0.00632
20140102,112600,0.0003,0.000572,0.026106,0.001098,0.035559,4.371172,-0.225427,0.005103,0,0.033374,0.000621
20140102,112700,-0.000117,-0.000967,0.018841,-0.001371,0.020705,0.367003,-2.472411,0.004182,-0.005,0.01113,-0.010583
20140102,112800,-0.000533,-0.000926,0.011247,-0.002759,0.005647,-3.498105,0.272153,0.004755,-0.005,-0.01051,-0.017177
20140102,112900,-0.000383,-0.000921,0.005217,-0.003166,-0.005235,-6.4708,0.272153,0.00216,0.001,-0.02595,-0.017269
20140102,113000,-0.000383,-0.0008,0.00026,-0.002542,-0.008029,-8.590343,0.272153,0.000272,0,-0.035977,-0.01523
20140102,113100,-0.000417,-0.000741,-0.004679,-0.001749,-0.015637,-10.27917,0.295633,0.00034,0,-0.044024,-0.014673
20140102,113200,-0.00045,-0.000677,-0.011639,-0.000876,-0.026518,-12.163105,0.349785,0.002936,0,-0.054857,-0.018668
20140102,113300,-0.000225,-0.000269,-0.016899,0.000541,-0.032925,-13.675496,0.970828,0.002662,0.0023,-0.060245,-0.018162
20140102,113400,-0.000258,-0.000227,-0.031097,0.001155,-0.050693,-16.517877,0.37382,0.01152,0,-0.0844,-0.035453
20140102,113500,-0.000608,-0.000218,-0.042286,0.001287,-0.059105,-18.573227,0.37382,0.007622,-0.005,-0.0982,-0.037711
20140102,113600,-0.000358,0.000422,-0.049598,0.001704,-0.062013,-18.842699,1.941396,0.003418,0.0034,-0.101342,-0.032577
20140102,113700,-0.000725,-0.000231,-0.055452,0.000823,-0.063804,-18.569907,-2.036812,-0.00128,-0.0044,-0.098706,-0.027129
20140102,113800,-0.000725,-0.000104,-0.060503,6.60E-05,-0.064595,-18.05429,-1.050293,-0.000592,0,-0.094408,-0.024537
20140102,113900,0.000225,0.000185,-0.063997,-0.000345,-0.063605,-17.436996,-0.82438,-0.000365,0.011,-0.086565,-0.021306
20140102,114000,0.000158,0.000104,-0.068244,-0.000326,-0.064609,-16.979268,-1.087818,0.001481,0,-0.081164,-0.02205
20140102,114100,0.000242,0.000272,-0.067111,-2.00E-06,-0.059646,-13.398796,-0.024323,-0.002928,0.001,-0.06405,-0.012561
20140102,114200,0.000308,0.000212,-0.06763,0.00011,-0.056644,-9.432277,-0.3611,-0.000513,0,-0.052718,-0.01204
20140102,114300,0.001142,0.001741,-0.062988,0.002317,-0.05037,-2.770998,4.005479,-0.000207,0.01,-0.032214,-0.003433
20140102,114400,0.00115,0.001565,-0.059194,0.003336,-0.043341,2.656133,-0.45779,-0.000483,0.0001,-0.015261,-0.000319
20140102,114500,0.000892,0.001427,-0.053659,0.003294,-0.033879,7.483703,-0.365477,-0.002055,-0.0023,0.002953,0.004441
20140102,114600,0.001725,0.002759,-0.051167,0.004449,-0.0324,10.192963,2.653484,0.00612,0.01,0.009922,-0.000863
20140102,114700,0.001342,0.001694,-0.053539,0.003428,-0.040426,9.515066,-2.013925,0.006818,-0.005,0.005765,-0.010339
20140102,114800,0.000342,0.000126,-0.057223,0.000234,-0.050037,6.854239,-2.832997,0.003218,-0.0124,-0.001701,-0.016316
20140102,114900,0.000708,9.60E-05,-0.067306,-0.002282,-0.070001,2.138967,-0.402512,0.010131,0.0044,-0.025116,-0.032359
20140102,115000,0.000675,3.00E-06,-0.080797,-0.003057,-0.09332,-2.690009,-0.389391,0.01267,0,-0.054282,-0.046014
20140102,115100,0.000633,-6.30E-05,-0.095878,-0.002718,-0.116287,-6.314913,-0.359616,0.012113,-0.0009,-0.08394,-0.055422
20140102,115200,0.000592,-0.000222,-0.116212,-0.002307,-0.144886,-8.825867,-0.334909,0.015287,-1.00E-04,-0.121733,-0.070181
20140102,115300,0.000542,-0.000328,-0.135403,-0.001313,-0.164469,-9.978151,-0.308905,0.012272,-0.001,-0.152147,-0.075353
20140102,115400,0.00075,2.70E-05,-0.144549,0.000219,-0.157239,-8.547722,0.627514,0.000969,0.0025,-0.154691,-0.059428
20140102,115500,-0.000117,-0.000142,-0.151779,0.001039,-0.155592,-6.718646,0.356081,-0.001598,-0.01,-0.150556,-0.04948
20140102,115600,-0.000125,-0.000117,-0.16031,0.001173,-0.161335,-5.237965,0.352266,0.001903,-1.00E-04,-0.148712,-0.048912
20140102,115700,-0.000158,-4.40E-05,-0.174809,0.000897,-0.173396,-4.457979,0.329995,0.010451,0,-0.160221,-0.061562
20140102,115800,-0.000825,0.000196,-0.177852,0.000989,-0.163089,-2.194334,0.623032,-0.000185,-0.0084,-0.144088,-0.046311
20140102,115900,-0.000408,0.000354,-0.175887,0.00083,-0.156499,0.576197,0.087907,-0.005771,0.005,-0.117425,-0.030637
20140102,120000,0.000308,0.000424,-0.167869,0.000489,-0.141364,3.855741,0.027289,-0.009911,0.009,-0.079808,-0.012866
20140102,120100,0.000375,0.000323,-0.162127,0.00019,-0.133374,6.317135,0.038013,-0.004421,0,-0.052001,-0.00996
20140102,120200,0.000375,0.000281,-0.154053,0.000123,-0.125774,8.320778,0.017085,-0.003635,0,-0.023537,-0.004811
20140102,120300,9.20E-05,-0.000185,-0.146509,-0.000504,-0.116566,9.689032,-0.67964,-0.002717,-0.0026,-0.000609,-0.003059
20140102,120400,0.0001,-0.000183,-0.135155,-0.000861,-0.100264,11.372157,0.031663,-0.005246,1.00E-04,0.026457,0.00503
20140102,120500,0.000133,-0.000153,-0.123968,-0.000956,-0.085072,13.036075,0.021026,-0.004277,0,0.048521,0.008707
20140102,120600,-4.20E-05,-0.000188,-0.111943,-0.000702,-0.069263,14.760412,0.000938,-0.004058,-0.0025,0.068137,0.012608
20140102,120700,-4.20E-05,-0.000182,-0.098446,-0.000481,-0.050998,16.718416,-0.023981,-0.005075,0,0.087299,0.018064
20140102,120800,-7.50E-05,-0.000137,-0.086757,-0.000161,-0.037364,18.377039,-0.023981,-0.00263,0,0.098454,0.017816
20140102,120900,-4.20E-05,-0.000164,-0.078689,1.50E-05,-0.03069,18.941368,-0.004165,0.001462,0,0.098358,0.011698
20140102,121000,-0.000175,-0.000119,-0.069657,0.000155,-0.027044,19.177383,-0.020566,-0.000217,-0.0016,0.09924,0.012172
20140102,121100,-0.000208,-0.000169,-0.063732,0.000194,-0.024729,18.276653,-0.001998,0.001955,0,0.091663,0.0072
20140102,121200,-0.000242,-0.000114,-0.059509,7.50E-05,-0.023238,16.431684,0.006296,0.002764,0,0.080411,0.002754
20140102,121300,-0.000158,9.20E-05,-0.055595,0.000262,-0.021532,14.356471,0.342297,0.002205,0.001,0.069201,0.001109
20140102,121400,-0.000575,-0.000645,-0.053322,-0.000728,-0.02245,11.643937,-1.753412,0.00017,-0.005,0.056186,-0.00121
20140102,121500,-0.000333,-0.000626,-0.054778,-0.001194,-0.031629,7.059941,0.134698,0.004279,0.0025,0.035381,-0.009613
20140102,121600,-0.00025,-0.00039,-0.056422,-0.001061,-0.039704,2.013014,0.411451,0.004217,0.001,0.016802,-0.013242
20140102,121700,-0.000633,-0.001074,-0.057591,-0.001727,-0.045169,-2.609567,-2.4204,8.40E-05,-0.005,0.002836,-0.012735
20140102,121800,-0.000217,-0.000238,-0.063643,-0.000864,-0.057276,-8.330465,-0.190013,0.007669,0.005,-0.020806,-0.02299
20140102,121900,-0.000258,-0.000244,-0.064089,-0.000135,-0.055482,-10.743369,-1.226948,0.000524,-0.0001,-0.027623,-0.016108
20140102,122000,-0.000292,-0.000127,-0.066909,0.00053,-0.054956,-11.974154,-1.514408,0.001958,0,-0.037769,-0.017741
20140102,122100,-0.000258,-8.20E-05,-0.066681,0.000714,-0.053855,-11.213587,-0.98644,-0.001106,0,-0.038523,-0.012473
20140102,122200,-0.001125,-0.001581,-0.068407,-0.001418,-0.052866,-10.62591,-3.670029,-0.003257,-0.01,-0.041822,-0.013052
20140102,122300,-0.001092,-0.001469,-0.069758,-0.002509,-0.05814,-10.069024,-1.063785,-0.000835,0,-0.0445,-0.014112
20140102,122400,-0.001042,-0.001109,-0.069244,-0.002565,-0.055943,-8.981734,-0.372475,-0.001257,0.001,-0.041863,-0.011109
20140102,122500,-0.000892,-0.000633,-0.065201,-0.001507,-0.051458,-6.265373,0.573304,-0.003632,0.001,-0.031005,-0.003262
20140102,122600,-0.000475,-0.000512,-0.066466,-0.000606,-0.052291,-4.730965,-0.453803,0.002564,0.005,-0.03289,-0.010044
20140102,122700,-0.000475,-0.000423,-0.073978,0.000161,-0.069789,-5.447014,-0.664472,0.009823,0,-0.04877,-0.025186
20140102,122800,-0.000625,-0.000396,-0.07835,0.000786,-0.076917,-6.003901,-0.563738,0.005565,-0.001,-0.055711,-0.02588
20140102,122900,-0.000208,-0.000262,-0.080223,0.000844,-0.081753,-5.843659,-0.46548,0.001071,0.005,-0.055566,-0.021451
20140102,123000,-0.000558,-0.000268,-0.080043,0.000638,-0.083443,-5.020196,-0.370431,-0.001538,-0.005,-0.050298,-0.015648
20140102,123100,-0.000617,-0.000197,-0.083157,0.000351,-0.085844,-4.758987,-0.471933,0.002526,1.00E-04,-0.05298,-0.019957
20140102,123200,-0.001417,-0.001633,-0.085565,-0.001878,-0.091153,-5.160179,-4.970513,-0.002114,-0.01,-0.052198,-0.019151
20140102,123300,-0.000583,0.000169,-0.088769,-0.000981,-0.096407,-5.802396,-0.957223,0.005453,0.01,-0.05583,-0.023331
20140102,123400,0.000283,0.000251,-0.085082,-8.20E-05,-0.090885,-4.161569,-1.773455,-0.003193,0.01,-0.041525,-0.010646
20140102,123500,0.000633,0.000915,-0.082075,0.001752,-0.086721,-2.160023,-0.837531,-0.0002,0.005,-0.030883,-0.007305
20140102,123600,0.0002,6.40E-05,-0.076549,0.001224,-0.079561,0.35413,-2.502877,-0.005172,-0.006,-0.014337,0.000407
20140102,123700,-0.000417,-0.000736,-0.074487,-0.000193,-0.076257,1.733444,-3.360802,-0.00202,-0.007,-0.008184,-0.003052
20140102,123800,-0.00045,-0.000626,-0.071058,-0.001126,-0.072421,2.902922,-1.179054,-0.001394,0,-0.000562,-0.00233
20140102,123900,-0.00045,-0.000595,-0.066703,-0.001615,-0.066654,4.110488,-0.738413,-0.001845,0,0.007706,-3.20E-05
20140102,124000,-0.00035,-0.000495,-0.060601,-0.001454,-0.057575,5.836904,0.177756,-0.003086,0.0004,0.018436,0.004431
20140102,124100,-0.000417,-0.00041,-0.056303,-0.001121,-0.053934,7.072027,-0.294474,-0.000916,0,0.023538,0.003395
20140102,124200,-0.001133,-0.001677,-0.054757,-0.002405,-0.054438,6.814193,-3.709607,-0.001524,-0.009,0.021833,-0.001114
20140102,124300,-0.0014,-0.002049,-0.055946,-0.003359,-0.060677,4.880013,-2.18401,0.001454,-0.0032,0.012876,-0.008549
20140102,124400,-0.0006,-0.001779,-0.064203,-0.003443,-0.079596,-0.090355,-2.119408,0.00963,0.01,-0.012364,-0.025797
20140102,124500,-0.001433,-0.001726,-0.071314,-0.002685,-0.095198,-4.845667,-2.168824,0.007291,-0.01,-0.032201,-0.030912
20140102,124600,-0.001783,-0.002336,-0.072653,-0.002771,-0.094782,-6.686086,-2.77007,-0.003006,-0.005,-0.035617,-0.021321
20140102,124700,-0.002267,-0.002038,-0.072861,-0.002347,-0.095087,-6.957863,-1.580458,-0.00372,-0.005,-0.035992,-0.015671
20140102,124800,-0.00185,-0.001628,-0.068466,-0.001413,-0.086076,-4.930761,-0.271876,-0.007119,0.005,-0.024873,-0.004322
20140102,124900,-0.0014,-0.001428,-0.062452,-0.000488,-0.07502,-1.761792,0.214493,-0.007062,0.005,-0.01047,0.003829
20140102,125000,-0.002233,-0.002721,-0.058568,-0.002038,-0.070577,0.623884,-3.120907,-0.007015,-0.01,-0.001517,0.004182
20140102,125100,-0.002233,-0.002354,-0.056586,-0.00276,-0.068414,1.959372,-0.162694,-0.001278,0,0.000601,-0.000413
20140102,125200,-0.0031,-0.003572,-0.05303,-0.00457,-0.064843,2.959,-3.028533,-0.006142,-0.0104,0.00686,0.001972
20140102,125300,-0.002683,-0.002279,-0.050028,-0.003661,-0.061232,3.73914,1.370134,-0.000796,0.005,0.008921,2.00E-04
20140102,125400,-0.00235,-0.002682,-0.049659,-0.003591,-0.062017,3.308922,-2.42879,-0.000125,0.004,0.005681,-0.004316
20140102,125500,-0.002092,-0.002297,-0.039783,-0.002594,-0.047684,5.775304,1.441021,-0.009249,0.0031,0.023815,0.011966
20140102,125600,-0.001975,-0.001814,-0.031481,-0.001304,-0.032885,8.420735,1.826102,-0.006541,0.001,0.036399,0.016302
20140102,125700,-0.001975,-0.001587,-0.027652,-4.00E-05,-0.027692,9.196062,0.745417,-0.000102,0,0.037128,0.009998
20140102,125800,-0.001625,-0.001237,-0.021274,0.00072,-0.023724,9.763957,1.094858,-0.001942,0.005,0.042994,0.012512
20140102,125900,-0.001558,-0.001018,-0.014016,0.00081,-0.01126,10.421655,1.268041,-0.003252,0,0.050006,0.015817
20140102,130000,-0.001625,-0.000724,-0.003145,0.000855,0.007155,11.777742,1.532762,-0.007063,0,0.064515,0.025062
20140102,130100,-0.002042,-0.001305,0.005312,-0.000283,0.019936,12.675093,0.450765,-0.006293,-0.005,0.072102,0.025743
20140102,130200,-0.001142,-0.000929,0.015273,-0.001099,0.034198,13.657959,1.694702,-0.005994,0.01,0.081239,0.028885
20140102,130300,-0.001142,-0.000746,0.026129,-0.001253,0.04763,14.666882,1.711275,-0.006161,0,0.090854,0.032768
20140102,130400,-0.000375,-0.000594,0.032552,-0.000987,0.047935,14.33828,1.346098,-0.001009,0.01,0.089021,0.026706
20140102,130500,-0.000758,-0.000551,0.036522,-0.00066,0.050353,12.961279,1.178582,0.001734,-0.005,0.080978,0.019886
20140102,130600,-0.000342,-0.000427,0.038294,-0.000274,0.049381,10.841806,1.017096,0.002847,0.005,0.068754,0.013722
20140102,130700,-0.000283,-0.000228,0.037518,0.00031,0.045131,7.761064,1.135478,0.004608,0.0011,0.051836,0.006467
20140102,130800,-0.00075,-0.000992,0.034244,-0.000507,0.037272,3.502836,-1.509237,0.003066,-0.006,0.032018,-0.00016
20140102,130900,-0.000783,-0.000831,0.030577,-0.000926,0.029416,-0.76343,0.510533,0.002804,0,0.013509,-0.004089
20140102,131000,-0.001167,-0.001464,0.025167,-0.002095,0.019041,-5.43699,-1.539117,0.001347,-0.005,-0.005663,-0.00844
20140102,131100,-0.0012,-0.001331,0.01881,-0.002311,0.007287,-9.962068,0.276714,0.002521,0,-0.024384,-0.012737
20140102,131200,-0.0012,-0.001092,0.014539,-0.002108,0.004008,-13.052792,0.356996,0.000125,0,-0.035038,-0.01067
20140102,131300,-0.00075,-0.000985,0.010069,-0.001386,0.00193,-15.25223,0.266301,0.00023,0.005,-0.043809,-0.010532
20140102,131400,-0.000783,-0.0008,0.005374,-0.000613,-0.005446,-16.918805,0.182311,0.000854,0,-0.050783,-0.011215
20140102,131500,-0.000783,-0.000687,0.000526,-6.50E-05,-0.011062,-18.267105,0.105272,0.001309,0,-0.05624,-0.012216
20140102,131600,-0.000717,-0.000559,-0.004297,0.000334,-0.016075,-19.412756,0.035461,0.001623,0,-0.060246,-0.013136
20140102,131700,-0.000717,-0.000464,-0.0071,0.000451,-0.0151,-19.37455,0.13099,-0.000323,0,-0.058349,-0.010216
20140102,131800,-0.000717,-0.000369,-0.010364,0.000498,-0.014529,-18.951558,0.059784,0.000335,0,-0.056791,-0.010008
20140102,131900,-3.30E-05,0.001326,-0.012315,0.002396,-0.016495,-17.858273,4.190205,0.004074,0.009,-0.053182,-0.009269
20140102,132000,0.000417,0.001246,-0.013195,0.003283,-0.017055,-16.204733,-1.676838,0.001177,0.005,-0.045892,-0.00603
20140102,132100,0.0008,0.001951,-0.015606,0.004224,-0.017776,-14.950047,-0.535429,0.00452,0.005,-0.043044,-0.008406
20140102,132200,0.001217,0.001882,-0.01456,0.0038,-0.016321,-11.182501,-0.841959,-0.000165,0.005,-0.032067,-0.002592
20140102,132300,0.001217,0.00171,-0.009616,0.002941,-0.005984,-3.665205,1.308646,-0.004818,0,-0.013385,0.007459
20140102,132400,0.002083,0.003062,-0.005053,0.003824,0.002138,3.304339,6.172683,0.000713,0.01,0.001094,0.00971
20140102,132500,0.002917,0.004187,-0.01028,0.005674,-0.010399,3.407134,0.536518,0.014603,0.01,-0.008861,-0.00846
20140102,132600,0.00295,0.003754,-0.016787,0.00583,-0.023619,0.448925,-2.50312,0.012602,0,-0.020328,-0.017697
20140102,132700,0.002883,0.003362,-0.02289,0.00464,-0.03474,-2.63179,-2.578152,0.008433,0,-0.029861,-0.020762
20140102,132800,0.002958,0.002949,-0.026582,0.002945,-0.03566,-4.420691,-2.122228,0.003111,1.00E-04,-0.032857,-0.01755
20140102,132900,0.002958,0.002463,-0.026313,0.001433,-0.034611,-4.005007,-1.16876,-0.002368,0,-0.02638,-0.008625
20140102,133000,0.003033,0.002231,-0.027783,0.000281,-0.035158,-3.436555,-0.88826,0.000426,0.0017,-0.024535,-0.008497
20140102,133100,0.00265,0.002572,-0.028543,0.000527,-0.037434,-2.799297,0.2015,0.002422,-0.005,-0.021811,-0.007839
20140102,133200,0.002658,0.002195,-0.039133,0.000846,-0.056997,-4.748102,-1.914121,0.012086,0.0001,-0.041423,-0.026229
20140102,133300,0.002242,0.001709,-0.04025,0.000892,-0.05616,-3.907999,-0.856587,0.001024,-0.005,-0.037503,-0.016193
20140102,133400,0.002275,0.001441,-0.038858,0.000576,-0.052327,-1.903624,-0.645455,-0.003464,0,-0.027928,-0.007044
20140102,133500,0.003075,0.002614,-0.036866,0.002347,-0.048004,0.101768,2.061458,0.001118,0.01,-0.019017,-0.00354
20140102,133600,0.002275,0.002103,-0.040373,0.002995,-0.054297,0.496106,-1.016617,0.006117,-0.01,-0.022671,-0.0117
