Date,Time,sma,wavg,xavg,hma,adma,tsi,rsi,gauss,momo,t3,macd
20140102,103500,185.9283,185.9392,185.9205,185.8682,185.9312,2.4484,3.6726,185.9024,0.08,185.9289,0.0024
20140102,103600,185.95,185.9518,185.9343,185.8787,185.9509,3.091,4.106,185.9399,0.26,185.9495,0.0162
20140102,103700,185.9592,185.9456,185.9306,185.8969,185.9419,2.5795,-0.9043,185.9389,0.11,185.9412,0.0015
20140102,103800,185.9675,185.9473,185.9366,185.9217,185.9458,2.7761,2.0048,185.9479,0.1,185.9493,0.0063
20140102,103900,185.97,185.9431,185.9371,185.944,185.945,2.6549,0.4327,185.9474,0.03,185.9481,0.0019
20140102,104000,185.9583,185.9446,185.9437,185.9666,185.9494,3.1591,2.5204,185.9569,-0.14,185.9569,0.0068
20140102,104100,185.9508,185.9618,185.9632,185.9972,185.9796,5.5752,6.9689,185.9923,-0.09,185.9858,0.0223
20140102,104200,185.9425,185.9647,185.9642,186.0099,185.9784,6.3472,1.1589,185.9931,-0.1,185.984,0.007
20140102,104300,185.9483,185.9736,185.9697,186.017,185.9823,6.8712,2.7364,185.9953,0.07,185.9897,0.0058
20140102,104400,185.9575,185.9908,185.9836,186.0296,186.0017,8.3984,5.8479,186.0149,0.11,186.0088,0.0144
20140102,104500,185.9925,186.025,186.0138,186.072,186.0463,12.4901,11.3931,186.0677,0.42,186.053,0.0349
20140102,104600,186.0142,186.0385,186.024,186.1019,186.0504,14.5188,5.1018,186.0824,0.26,186.0632,0.0192
20140102,104700,186.0283,186.0624,186.0465,186.135,186.0644,16.9952,9.2062,186.1113,0.17,186.0929,0.0258
20140102,104800,186.0292,186.0612,186.0424,186.1336,186.0581,15.4868,0.7681,186.0904,0.01,186.0793,-0.0013
20140102,104900,186.0458,186.0736,186.0528,186.1307,186.0654,14.3312,4.9688,186.0918,0.2,186.0902,0.0049
20140102,105000,186.0675,186.1019,186.0801,186.1481,186.1066,15.5666,9.9407,186.1329,0.26,186.1278,0.0261
20140102,105100,186.0892,186.1223,186.0985,186.1724,186.1241,16.7834,8.1885,186.1613,0.26,186.1499,0.0239
20140102,105200,186.1025,186.1301,186.1049,186.1835,186.1281,16.4434,4.6999,186.1609,0.16,186.1521,0.0091
20140102,105300,186.1058,186.1313,186.1057,186.1744,186.1236,14.8511,2.9678,186.1458,0.04,186.1461,-0.0023
20140102,105400,186.12,186.1365,186.111,186.1653,186.1254,13.4572,4.5383,186.1409,0.17,186.1483,-0.0007
20140102,105500,186.1342,186.1442,186.12,186.1614,186.1365,12.858,6.1361,186.1485,0.17,186.157,0.0049
20140102,105600,186.1433,186.1497,186.1277,186.16,186.1449,12.683,6.1361,186.1564,0.11,186.1636,0.006
20140102,105700,186.1375,186.1446,186.125,186.149,186.1362,11.1186,1.8025,186.1444,-0.07,186.1537,-0.0047
20140102,105800,186.1408,186.1419,186.1242,186.1373,186.1329,9.271,2.4697,186.1347,0.04,186.1481,-0.0058
20140102,105900,186.13,186.1264,186.1113,186.1111,186.113,5.124,-3.1855,186.1047,-0.13,186.1238,-0.0185
20140102,110000,186.1342,186.1172,186.1049,186.0853,186.1058,1.2234,-0.9395,186.0882,0.05,186.1117,-0.0147
20140102,110100,186.1308,186.1073,186.0996,186.0638,186.0968,-2.1,-0.9395,186.0794,-0.04,186.1021,-0.0109
20140102,110200,186.1183,186.0995,186.0965,186.0543,186.0926,-4.4817,-0.1002,186.0777,-0.15,186.0969,-0.0062
20140102,110300,186.1133,186.1028,186.1032,186.0663,186.1045,-3.9693,4.7769,186.0958,-0.06,186.1075,0.0064
20140102,110400,186.1067,186.0946,186.0966,186.0725,186.0988,-4.934,-2.0172,186.089,-0.08,186.0963,-0.0038
20140102,110500,186.0917,186.0674,186.071,186.0468,186.0566,-10.7833,-10.6659,186.0406,-0.18,186.0555,-0.0282
20140102,110600,186.0817,186.0564,186.0631,186.0213,186.0518,-13.7437,-3.397,186.0244,-0.12,186.0454,-0.0167
20140102,110700,186.0725,186.0531,186.0626,186.0128,186.0538,-13.4826,-0.4653,186.0316,-0.11,186.0474,-0.0034
20140102,110800,186.0542,186.0342,186.0453,185.9953,186.0363,-15.1225,-7.4704,186.009,-0.22,186.0221,-0.0167
20140102,110900,186.0508,186.0367,186.0491,185.9955,186.0402,-13.0014,0.8085,186.0223,-0.04,186.0317,0.0016
20140102,111000,186.0425,186.0319,186.0446,186.0006,186.0369,-11.3008,-2.314,186.0244,-0.1,186.0273,-0.0009
20140102,111100,186.0425,186.0315,186.0439,186.0161,186.0374,-9.4738,-0.9477,186.0294,0,186.0288,0.0018
20140102,111200,186.0483,186.0465,186.0587,186.0484,186.0631,-5.0776,5.405,186.0631,0.07,186.0547,0.019
20140102,111300,186.0467,186.0468,186.0574,186.0688,186.0615,-2.7156,-0.6381,186.0663,-0.02,186.0532,0.0066
20140102,111400,186.0425,186.0442,186.0532,186.0747,186.0537,-2.0201,-1.9096,186.0562,-0.05,186.0471,-0.002
20140102,111500,186.0358,186.0469,186.0542,186.0721,186.0545,-1.3048,0.19,186.0552,-0.08,186.0497,0.0005
20140102,111600,186.0392,186.0568,186.0612,186.078,186.0659,0.3598,2.9577,186.0683,0.04,186.0616,0.0079
20140102,111700,186.0483,186.0569,186.058,186.074,186.0624,0.6169,-1.4561,186.0626,0.11,186.0564,-0.0009
20140102,111800,186.0592,186.0726,186.0721,186.0858,186.0752,3.1325,5.8957,186.0873,0.13,186.0792,0.0146
20140102,111900,186.0658,186.085,186.0826,186.1062,186.0897,5.9006,5.1148,186.108,0.08,186.0947,0.0157
20140102,112000,186.0775,186.0887,186.0837,186.1192,186.0897,6.9247,1.212,186.107,0.14,186.0947,0.0051
20140102,112100,186.0758,186.0845,186.0785,186.1118,186.0798,5.8654,-1.7687,186.0899,-0.02,186.0847,-0.006
20140102,112200,186.08,186.0836,186.0772,186.0973,186.0783,4.5953,-0.1758,186.0805,0.05,186.0817,-0.0053
20140102,112300,186.0883,186.0928,186.0869,186.0988,186.0937,5.3919,5.0994,186.0961,0.1,186.0964,0.0075
20140102,112400,186.0867,186.0977,186.092,186.1044,186.0985,6.3345,3.3511,186.1064,-0.02,186.103,0.0071
20140102,112500,186.0933,186.1044,186.0978,186.1133,186.1033,7.5252,4.1448,186.1155,0.08,186.1106,0.0075
20140102,112600,186.1008,186.1085,186.1012,186.1206,186.1051,8.3348,3.1582,186.1187,0.09,186.1141,0.0047
20140102,112700,186.1,186.1006,186.0934,186.1128,186.0913,6.1726,-3.3348,186.0991,-0.01,186.0996,-0.0087
20140102,112800,186.0933,186.0883,186.0821,186.088,186.0735,1.7601,-5.8558,186.0717,-0.08,186.0806,-0.0167
20140102,112900,186.0983,186.0894,186.0848,186.0724,186.0779,0.0045,1.7301,186.0743,0.06,186.0853,-0.0032
20140102,113000,186.0933,186.0881,186.0856,186.0673,186.0805,-0.6898,0.7895,186.0795,-0.06,186.0865,0.0001
20140102,113100,186.0892,186.0876,186.0863,186.0696,186.0829,-0.8322,0.7895,186.0837,-0.05,186.0874,0.0012
20140102,113200,186.0817,186.0738,186.073,186.0554,186.0622,-4.3365,-7.4896,186.0598,-0.09,186.0661,-0.0136
20140102,113300,186.0783,186.0628,186.0633,186.0373,186.0508,-8.2615,-6.3757,186.0401,-0.04,186.0517,-0.0146
20140102,113400,186.0558,186.02,186.0228,185.9761,185.9918,-19.0782,-19.7867,185.9651,-0.27,185.989,-0.0475
20140102,113500,186.035,185.9945,186.0024,185.9167,185.9756,-25.3881,-11.0168,185.9273,-0.25,185.9617,-0.0356
20140102,113600,186.0192,185.9783,185.9912,185.8784,185.9642,-26.958,-7.5126,185.9202,-0.19,185.9502,-0.019
20140102,113700,186.0017,185.9631,185.9803,185.8647,185.9559,-26.8977,-8.1678,185.9187,-0.21,185.9391,-0.012
20140102,113800,185.9767,185.9351,185.9556,185.8453,185.9219,-28.5252,-14.1919,185.8892,-0.3,185.9061,-0.0243
20140102,113900,185.96,185.9156,185.9394,185.8309,185.909,-29.3044,-11.3027,185.8715,-0.2,185.8879,-0.0194
20140102,114000,185.9467,185.9003,185.9272,185.8288,185.8968,-29.2606,-10.3156,185.8644,-0.16,185.8764,-0.0128
20140102,114100,185.925,185.8838,185.9138,185.8286,185.8882,-29.3241,-11.6625,185.8557,-0.26,185.8628,-0.0118
20140102,114200,185.8975,185.8585,185.8901,185.8098,185.8561,-31.1664,-16.6081,185.8256,-0.33,185.833,-0.0229
20140102,114300,185.8717,185.8404,185.8732,185.7878,185.8418,-32.6644,-14.3443,185.8059,-0.31,185.8148,-0.0194
20140102,114400,185.8542,185.8278,185.8604,185.774,185.8289,-33.3861,-13.1732,185.7971,-0.21,185.8034,-0.0133
20140102,114500,185.8325,185.8118,185.8434,185.7598,185.8141,-34.5873,-15.8828,185.7813,-0.26,185.7851,-0.0158
20140102,114600,185.835,185.8114,185.8413,185.7622,185.8165,-32.0574,-6.7695,185.7924,0.03,185.7908,-0.0006
20140102,114700,185.8258,185.8029,185.8319,185.7662,185.8114,-29.542,-10.4953,185.7911,-0.11,185.7836,-0.0038
20140102,114800,185.8075,185.7851,185.8131,185.7585,185.7861,-29.2287,-15.0904,185.7668,-0.22,185.7611,-0.0159
20140102,114900,185.7867,185.764,185.7911,185.7322,185.7571,-30.8604,-17.4506,185.7332,-0.25,185.7341,-0.0239
20140102,115000,185.7725,185.7429,185.7694,185.6962,185.7303,-33.4882,-18.6082,185.7016,-0.17,185.7083,-0.026
20140102,115100,185.7525,185.7179,185.7449,185.6546,185.7002,-37.0738,-20.8687,185.668,-0.24,185.6786,-0.029
20140102,115200,185.7183,185.6714,185.6995,185.5827,185.6377,-43.867,-27.8338,185.5966,-0.41,185.6166,-0.0518
20140102,115300,185.6692,185.5994,185.6304,185.4648,185.5407,-53.5679,-33.2839,185.4793,-0.59,185.5192,-0.0841
20140102,115400,185.6308,185.5426,185.5795,185.3518,185.4955,-59.2351,-28.0501,185.4019,-0.46,185.4554,-0.0725
20140102,115500,185.6017,185.5117,185.5565,185.295,185.4792,-56.7704,-16.2428,185.3941,-0.35,185.4379,-0.0349
20140102,115600,185.5683,185.4791,185.5309,185.2788,185.4633,-52.7657,-17.8741,185.3912,-0.4,185.4153,-0.0232
20140102,115700,185.5325,185.4409,185.4985,185.273,185.4275,-49.8255,-20.5876,185.3696,-0.43,185.3814,-0.0271
20140102,115800,185.4917,185.4113,185.4741,185.2794,185.4116,-47.0703,-18.7769,185.3564,-0.49,185.3606,-0.0206
20140102,115900,185.4642,185.4049,185.4704,185.3195,185.4212,-41.1314,-9.6035,185.3813,-0.33,185.3722,0.0034
20140102,120000,185.445,185.4073,185.4719,185.376,185.4359,-33.9757,-7.3285,185.4156,-0.23,185.3896,0.0158
20140102,120100,185.4233,185.4019,185.4623,185.4126,185.4318,-28.4759,-11.1072,185.4211,-0.26,185.3871,0.0056
20140102,120200,185.4108,185.4137,185.4681,185.4491,185.4403,-21.8552,-4.356,185.4456,-0.15,185.4079,0.0163
20140102,120300,185.3967,185.4182,185.4638,185.4706,185.4403,-16.9522,-7.7507,185.449,-0.17,185.4103,0.0071
20140102,120400,185.4033,185.4387,185.474,185.4977,185.4523,-11.1176,-1.4848,185.4737,0.08,185.4348,0.0179
20140102,120500,185.4283,185.4613,185.4857,185.5221,185.4768,-5.3259,-0.1653,185.5013,0.3,185.4594,0.0218
20140102,120600,185.4533,185.4877,185.5033,185.5553,185.5076,0.876,3.112,185.5362,0.3,185.4915,0.0278
20140102,120700,185.4708,185.5164,185.5243,185.5966,185.5407,7.3627,5.6411,185.5742,0.21,185.5268,0.0319
20140102,120800,185.4925,185.544,185.5436,185.636,185.568,13.3914,6.2842,185.6045,0.26,185.5572,0.0296
20140102,120900,185.5167,185.5621,185.5539,185.6581,185.5759,17.3183,2.9354,185.6124,0.29,185.5714,0.0172
20140102,121000,185.5467,185.5903,185.5763,185.681,185.5955,21.8345,8.9329,185.6399,0.36,185.6045,0.0252
20140102,121100,185.5625,185.6046,185.5861,185.6893,185.6015,23.8435,3.9344,185.6457,0.19,185.6157,0.0137
20140102,121200,185.5775,185.6196,185.5975,185.6908,185.6116,24.8952,5.3127,185.6511,0.18,185.6293,0.0109
20140102,121300,185.6008,185.6369,185.6117,185.6914,185.6312,26.0635,7.3984,185.6637,0.28,185.647,0.0131
20140102,121400,185.6167,185.6506,185.6238,185.6948,185.6459,27.1418,7.3984,185.6741,0.19,185.6608,0.0117
20140102,121500,185.635,185.6573,185.6293,185.6924,185.6494,26.7952,4.3779,185.6721,0.22,185.664,0.0043
20140102,121600,185.645,185.6596,185.6325,185.6822,185.6496,25.3633,3.3569,185.6652,0.12,185.6637,-0.0006
20140102,121700,185.6517,185.6573,185.6321,185.6665,185.6447,22.5969,1.2571,185.6533,0.08,185.6583,-0.0054
20140102,121800,185.6492,185.6447,185.6226,185.6376,185.626,16.55,-4.5914,185.6263,-0.03,185.639,-0.0161
20140102,121900,185.6408,185.6279,185.6099,185.5985,185.6045,8.3283,-7.2519,185.5951,-0.1,185.6163,-0.022
20140102,122000,185.6325,185.614,185.6007,185.5627,185.595,0.613,-6.0576,185.5753,-0.1,185.6006,-0.0186
20140102,122100,185.6325,185.6105,185.6021,185.5505,185.5988,-3.0856,0.6772,185.5814,0,185.6029,-0.0044
20140102,122200,185.6192,185.5963,185.5925,185.5413,185.5917,-7.4807,-6.0439,185.5705,-0.16,185.5876,-0.0106
20140102,122300,185.6158,185.5933,185.5937,185.5468,185.5927,-8.3718,0.1395,185.5769,-0.04,185.5902,-0.0009
20140102,122400,185.6083,185.5863,185.59,185.5543,185.5893,-8.9375,-2.7067,185.5762,-0.09,185.5849,-0.0025
20140102,122500,185.6042,185.5912,185.5977,185.578,185.5974,-6.0292,3.9476,185.5949,-0.05,185.5979,0.009
20140102,122600,185.5992,185.5951,185.6027,185.6023,185.6043,-2.775,2.9066,185.6092,-0.06,185.6058,0.0097
20140102,122700,185.5875,185.5829,185.59,185.5992,185.5832,-4.3066,-7.0406,185.5858,-0.14,185.5851,-0.01
20140102,122800,185.5808,185.5803,185.5869,185.5895,185.5811,-5.23,-2.1762,185.5763,-0.08,185.5809,-0.0066
20140102,122900,185.5767,185.5801,185.5858,185.5802,185.5808,-5.3611,-1.2231,185.5754,-0.05,185.5802,-0.0027
20140102,123000,185.5825,185.5899,185.5942,185.5886,185.5956,-2.84,4.2472,185.5943,0.07,185.5943,0.0091
20140102,123100,185.5892,185.5956,185.5981,185.5989,185.5999,-0.4407,2.2193,185.6058,0.08,185.6006,0.0081
20140102,123200,185.5933,185.5973,185.5984,185.6061,185.5999,0.8187,0.1732,185.6065,0.05,185.6007,0.0031
20140102,123300,185.5875,185.5891,185.5894,185.5983,185.5849,-0.8488,-5.5295,185.587,-0.07,185.586,-0.009
20140102,123400,185.5908,185.5879,185.588,185.5895,185.5843,-1.9246,-1.2898,185.5809,0.04,185.5842,-0.0049
20140102,123500,185.5875,185.5832,185.5837,185.5772,185.5806,-3.3504,-3.2372,185.5734,-0.04,185.578,-0.0061
20140102,123600,185.5958,185.5959,185.597,185.5881,185.5986,-0.3139,7.0627,185.6004,0.1,185.6,0.0129
20140102,123700,185.5983,185.6073,185.6082,185.6124,185.6164,3.9505,7.0627,185.6266,0.03,185.6174,0.0171
20140102,123800,185.6075,185.6291,185.6285,185.6566,185.6473,10.5469,12.55,185.6655,0.11,185.6483,0.0273
20140102,123900,185.6225,185.6433,185.6395,185.6944,185.6549,15.211,7.9346,185.6838,0.18,185.6628,0.0195
20140102,124000,185.6342,185.6568,185.6503,185.7225,185.6652,18.678,8.7644,185.6954,0.14,185.6765,0.0153
20140102,124100,185.65,185.6777,185.6687,185.7501,185.6914,23.007,13.4799,185.7198,0.19,185.7017,0.0213
20140102,124200,185.6608,185.6962,185.6843,185.7723,185.7111,27.0401,13.4799,185.7397,0.13,185.7215,0.0198
20140102,124300,185.6683,185.7037,185.6883,185.7746,185.7108,27.3634,5.8757,185.7351,0.09,185.722,0.006
20140102,124400,185.6692,185.6947,185.6762,185.7408,185.6856,21.1035,-4.1175,185.6972,0.01,185.6977,-0.0163
20140102,124500,185.6792,185.6933,185.6737,185.7034,185.6817,15.0603,0.6926,185.6783,0.12,185.6904,-0.0127
20140102,124600,185.6825,185.6842,185.6655,185.664,185.6741,8.5441,-2.9566,185.6571,0.04,185.6747,-0.016
20140102,124700,185.6867,185.6731,185.6569,185.6289,185.6581,2.5568,-3.8624,185.6388,0.05,185.6597,-0.0161
20140102,124800,185.6867,185.6705,185.6589,185.614,185.6605,-0.109,2.1661,185.6442,0,185.6625,-0.0035
20140102,124900,185.6917,185.6772,185.6699,185.6308,185.6779,1.2144,7.371,185.6707,0.06,185.6793,0.0113
20140102,125000,185.69,185.6815,185.6776,185.6633,185.6865,3.5271,6.258,185.6908,-0.02,185.6901,0.0127
20140102,125100,185.6883,185.68,185.678,185.6861,185.6849,4.3415,1.8672,185.6918,-0.02,185.6888,0.0044
20140102,125200,185.6792,185.6664,185.666,185.6811,185.6637,1.2831,-5.68,185.6649,-0.11,185.668,-0.0125
20140102,125300,185.6675,185.6588,185.6604,185.6662,185.658,-1.6821,-2.5518,185.649,-0.14,185.6589,-0.011
20140102,125400,185.6558,185.6531,185.6557,185.6479,185.651,-4.1565,-2.5518,185.6401,-0.14,185.6517,-0.0087
20140102,125500,185.645,185.6414,185.6441,185.621,185.6333,-7.9482,-7.3091,185.6205,-0.13,185.6338,-0.0148
20140102,125600,185.64,185.6268,185.6296,185.5873,185.6124,-12.8353,-9.9382,185.5956,-0.06,185.6123,-0.0194
20140102,125700,185.6325,185.616,185.6204,185.5623,185.6067,-16.5886,-7.3687,185.5828,-0.09,185.6004,-0.0143
20140102,125800,185.6342,185.6172,185.6235,185.5646,185.6151,-15.9278,0.7007,185.5971,0.02,185.6082,0.0014
20140102,125900,185.6375,185.6196,185.6275,185.584,185.6238,-13.0059,1.7582,185.6157,0.04,185.6171,0.0081
20140102,130000,185.6433,185.6354,185.6448,185.6281,185.6528,-5.3599,10.1507,185.6563,0.07,185.6462,0.024
20140102,130100,185.6342,185.6318,185.641,185.6546,185.6487,-2.1269,-1.9963,185.654,-0.11,185.6399,0.0053
20140102,130200,185.6267,185.6312,185.6393,185.6667,185.6445,-0.8647,-1.059,185.6465,-0.09,185.6374,-0.0002
20140102,130300,185.6258,185.6378,185.644,185.6724,185.6508,0.9697,2.6647,185.6518,-0.01,185.6452,0.0047
20140102,130400,185.6267,185.6354,185.6388,185.6632,185.6454,0.4615,-2.9501,185.6406,0.01,185.6367,-0.0045
20140102,130500,185.6217,185.6267,185.6282,185.637,185.6265,-2.2708,-6.3358,185.6174,-0.06,185.6202,-0.0134
20140102,130600,185.6125,185.611,185.6116,185.5934,185.5999,-7.105,-10.2375,185.5838,-0.11,185.5949,-0.0225
20140102,130700,185.6108,185.6029,185.6036,185.5609,185.5949,-10.4212,-5.8797,185.5698,-0.02,185.5848,-0.0151
20140102,130800,185.6125,185.5967,185.5985,185.543,185.5887,-12.235,-4.7986,185.5669,0.02,185.5795,-0.0085
20140102,130900,185.6125,185.5901,185.5941,185.5373,185.584,-13.1997,-4.7986,185.5672,0,185.5754,-0.0048
20140102,131000,185.6017,185.5744,185.5811,185.5275,185.5655,-15.6592,-10.2853,185.5504,-0.13,185.5577,-0.0128
20140102,131100,185.5908,185.5618,185.5717,185.5195,185.5562,-17.9968,-8.9836,185.5379,-0.13,185.5463,-0.0117
20140102,131200,185.58,185.5647,185.5776,185.5332,185.5697,-15.6746,1.334,185.5566,-0.13,185.5596,0.0056
20140102,131300,185.575,185.5617,185.5749,185.547,185.5683,-13.4969,-3.5865,185.5615,-0.06,185.5581,0.0021
20140102,131400,185.5675,185.5563,185.5695,185.5526,185.5612,-12.461,-5.4498,185.5562,-0.09,185.5521,-0.0027
20140102,131500,185.5508,185.5413,185.5542,185.5362,185.5384,-14.5193,-11.3712,185.5296,-0.2,185.5304,-0.0155
20140102,131600,185.5392,185.5288,185.5413,185.5126,185.5213,-17.4665,-11.3712,185.5065,-0.14,185.5134,-0.0172
20140102,131700,185.5367,185.529,185.5411,185.5024,185.526,-16.9885,-2.9894,185.5115,-0.03,185.5174,-0.0033
20140102,131800,185.5408,185.5341,185.5455,185.5088,185.537,-13.7985,0.1911,185.5299,0.05,185.5281,0.0069
20140102,131900,185.5408,185.5371,185.5478,185.524,185.541,-10.3512,-0.881,185.5426,0,185.5344,0.0075
20140102,132000,185.5458,185.5508,185.5604,185.5556,185.5597,-4.141,6.2544,185.5711,0.06,185.5566,0.0181
20140102,132100,185.5425,185.5483,185.5557,185.5723,185.5558,-1.8815,-3.835,185.5649,-0.04,185.5497,0.002
20140102,132200,185.5392,185.5372,185.5425,185.5616,185.5343,-3.8926,-8.6851,185.5356,-0.04,185.5296,-0.0137
20140102,132300,185.5383,185.5327,185.5375,185.5403,185.5311,-5.4852,-4.5194,185.5219,-0.01,185.5236,-0.01
20140102,132400,185.5267,185.5222,185.5271,185.5123,185.5243,-8.0053,-7.7882,185.5037,-0.14,185.5092,-0.0138
20140102,132500,185.52,185.515,185.5199,185.4882,185.516,-10.0643,-6.6772,185.4929,-0.08,185.5004,-0.0111
20140102,132600,185.5183,185.515,185.5199,185.4775,185.517,-10.0369,-2.2906,185.4987,-0.02,185.5035,-0.0017
20140102,132700,185.5217,185.5137,185.5184,185.4795,185.5157,-9.4945,-3.2768,185.5032,0.04,185.5036,0.0001
20140102,132800,185.525,185.5119,185.5171,185.4886,185.5142,-8.7927,-3.2768,185.5062,0.04,185.5038,0.0007
20140102,132900,185.5258,185.5158,185.5222,185.5062,185.5232,-6.3148,1.4961,185.5197,0.01,185.5139,0.0074
20140102,133000,185.5217,185.5149,185.5218,185.5206,185.5228,-4.5321,-2.0207,185.5226,-0.05,185.5146,0.0034
20140102,133100,185.5183,185.5146,185.5215,185.5291,185.5221,-3.2847,-2.0207,185.5225,-0.04,185.5153,0.0015
20140102,133200,185.5025,185.5026,185.509,185.5142,185.5016,-6.0732,-10.5671,185.4981,-0.19,185.4963,-0.0127
20140102,133300,185.4983,185.4991,185.5045,185.4968,185.4983,-8.1469,-5.2035,185.4877,-0.05,185.4911,-0.0087
20140102,133400,185.4992,185.4963,185.5008,185.4816,185.4937,-9.5761,-5.2035,185.4832,0.01,185.4872,-0.0059
20140102,133500,185.495,185.4903,185.4945,185.468,185.4853,-11.4408,-7.4459,185.4754,-0.05,185.4793,-0.0073
20140102,133600,185.4925,185.4818,185.4861,185.4528,185.474,-14.1664,-9.6494,185.4633,-0.03,185.4683,-0.0099
20140102,133700,185.4908,185.4768,185.4821,185.4444,185.4724,-15.6904,-6.4601,185.4598,-0.02,185.4646,-0.0058
20140102,133800,185.4933,185.4859,185.4925,185.4626,185.4918,-10.846,5.2782,185.4857,0.03,185.4839,0.0116
20140102,133900,185.495,185.4915,185.4983,185.4885,185.4992,-5.31,2.6258,185.5042,0.02,185.4944,0.0121
20140102,134000,185.5,185.5031,185.5093,185.5216,185.5099,1.6806,7.1154,185.5275,0.06,185.5126,0.0169
20140102,134100,185.5008,185.5123,185.5171,185.5496,185.5193,7.4769,5.6764,185.5419,0.01,185.5245,0.014
20140102,134200,185.505,185.5229,185.5253,185.5731,185.5249,12.4373,6.862,185.5532,0.05,185.5363,0.0124
20140102,134300,185.515,185.5437,185.5429,185.6016,185.5537,19.5347,14.1792,185.5812,0.12,185.5627,0.0215
20140102,134400,185.535,185.5691,185.564,185.6356,185.5853,27.8141,17.6047,185.6162,0.24,185.5933,0.0276
20140102,134500,185.5483,185.5853,185.5757,185.6599,185.5914,32.3493,11.2183,185.6305,0.16,185.6074,0.0183
20140102,134600,185.5592,185.5947,185.581,185.6652,185.596,32.6149,6.8262,185.6275,0.13,185.6109,0.0072
20140102,134700,185.5808,185.6195,185.6024,185.6811,185.6188,34.8103,16.4534,185.6541,0.26,185.6404,0.0206
20140102,134800,185.6217,185.6732,185.6528,185.746,185.6966,42.758,27.092,185.7412,0.49,185.7148,0.0567
20140102,134900,185.6583,185.716,185.6908,185.8232,185.7393,48.2627,23.4614,185.8062,0.44,185.7658,0.0542
20140102,135000,185.6917,185.7609,185.7307,185.9004,185.7689,52.5769,25.5546,185.8622,0.4,185.8178,0.0527
20140102,135100,185.7275,185.8022,185.766,185.9632,185.8167,55.7988,25.9681,185.9028,0.43,185.8605,0.0451
20140102,135200,185.765,185.8472,185.805,186.0209,185.8675,58.9268,28.364,185.9459,0.45,185.9082,0.045
20140102,135300,185.8033,185.8864,185.8381,186.0593,185.9057,61.5317,28.364,185.9767,0.46,185.945,0.0375
20140102,135400,185.8383,185.9151,185.8615,186.0689,185.9267,62.0733,23.9756,185.9871,0.42,185.9658,0.0238
