Date,Time,sma,wavg,xavg,hma,adma,tsi,rsi,gauss,momo,t3,macd
20140102,1046,183.4758,183.5174,183.5073,183.6354,183.5423,34.582,21.8222,183.5838,0.24,183.5484,0.0222
20140102,1047,183.4875,183.5319,183.517,183.6479,183.5492,35.8466,19.25,183.5819,0.14,183.5574,0.0114
20140102,1048,183.4942,183.5354,183.5159,183.6267,183.5394,32.3405,4.7696,183.5603,0.08,183.5495,-0.0041
20140102,1049,183.5067,183.5409,183.5181,183.5935,183.5378,28.0817,8.7968,183.5468,0.15,183.5478,-0.0053
20140102,1050,183.5192,183.5476,183.523,183.5635,183.5408,24.7319,12.8186,183.545,0.15,183.551,-0.0015
20140102,1051,183.5308,183.5477,183.5225,183.5384,183.538,20.644,5.2256,183.5372,0.14,183.546,-0.0049
20140102,1052,183.535,183.5306,183.5068,183.5001,183.5085,11.8605,-15.464,183.501,0.05,183.5172,-0.0219
20140102,1053,183.5408,183.5206,183.5011,183.4699,183.5027,4.7914,-4.2802,183.4843,0.07,183.5066,-0.0156
20140102,1054,183.5417,183.5174,183.504,183.4628,183.507,1.6903,5.6856,183.4913,0.01,183.5104,-0.0026
20140102,1055,183.535,183.5079,183.5003,183.4634,183.5037,-0.9326,-2.4504,183.4895,-0.08,183.5035,-0.0045
20140102,1056,183.525,183.5056,183.5033,183.4737,183.5055,-1.3425,5.487,183.4981,-0.12,183.5079,0.0023
20140102,1057,183.5108,183.4956,183.4967,183.476,183.4994,-3.0946,-6.3818,183.4886,-0.17,183.4966,-0.0058
20140102,1058,183.5025,183.4909,183.4941,183.4797,183.496,-4.2784,-2.2004,183.4841,-0.1,183.4925,-0.0042
20140102,1059,183.4975,183.4921,183.4966,183.4861,183.4995,-3.8678,3.9758,183.4908,-0.06,183.4966,0.002
20140102,1100,183.4942,183.4878,183.4925,183.4858,183.4957,-4.3514,-4.4254,183.4861,-0.04,183.4901,-0.0029
20140102,1101,183.4892,183.4841,183.489,183.4814,183.4893,-5.1405,-4.4254,183.4803,-0.06,183.485,-0.0041
20140102,1102,183.4792,183.475,183.4799,183.4667,183.4745,-7.5064,-12.8094,183.4643,-0.12,183.4711,-0.0104
20140102,1103,183.4717,183.4674,183.4723,183.4506,183.4634,-10.2795,-12.8094,183.4508,-0.09,183.4603,-0.0108
20140102,1104,183.47,183.4564,183.4611,183.4287,183.4475,-14.1321,-19.1404,183.433,-0.02,183.4444,-0.0141
20140102,1105,183.4625,183.4426,183.4487,183.4039,183.4306,-18.8343,-23.1962,183.4136,-0.09,183.4271,-0.0162
20140102,1106,183.4567,183.4406,183.4489,183.3972,183.4342,-19.2272,-3.3942,183.4203,-0.07,183.4307,-0.0026
20140102,1107,183.4575,183.4458,183.4552,183.4127,183.4481,-15.3252,6.0222,183.4423,0.01,183.4436,0.0091
20140102,1108,183.4558,183.4523,183.4621,183.442,183.4611,-9.6999,8.2998,183.4639,-0.02,183.4564,0.0131
20140102,1109,183.4625,183.4653,183.4741,183.4799,183.4808,-2.0382,17.0702,183.4909,0.08,183.4763,0.019
20140102,1110,183.4617,183.4664,183.4734,183.5022,183.4793,1.6699,-1.0052,183.4903,-0.01,183.475,0.0061
20140102,1111,183.4558,183.4631,183.4683,183.5035,183.4694,1.6071,-7.6702,183.4754,-0.07,183.4666,-0.0042
20140102,1112,183.4575,183.4683,183.4716,183.4991,183.4723,2.4669,4.0724,183.4766,0.02,183.4721,0.0014
20140102,1113,183.4575,183.4703,183.4714,183.4903,183.472,2.5558,-0.6554,183.4749,0,183.4717,-0.0003
20140102,1114,183.4608,183.4722,183.4712,183.4808,183.4715,2.3316,-0.6554,183.4731,0.04,183.4713,-0.0008
20140102,1115,183.4642,183.4736,183.471,183.4717,183.4713,2.0058,-0.6554,183.4718,0.04,183.471,-0.0009
20140102,1116,183.4683,183.4714,183.4678,183.4634,183.466,0.6261,-6.1882,183.4651,0.05,183.4658,-0.0041
20140102,1117,183.4733,183.4671,183.4635,183.4545,183.4595,-1.6354,-8.9542,183.4563,0.06,183.4593,-0.0061
20140102,1118,183.4733,183.4635,183.4614,183.4474,183.4584,-3.4997,-5.559,183.4526,0,183.4567,-0.0041
20140102,1119,183.4783,183.4753,183.475,183.4643,183.4813,1.1853,21.2208,183.4806,0.06,183.4791,0.0139
20140102,1120,183.48,183.4817,183.482,183.4876,183.4882,5.9297,11.9278,183.4981,0.02,183.4895,0.0126
20140102,1121,183.48,183.4909,183.4909,183.514,183.4952,10.8647,16.5788,183.5141,0,183.5025,0.0134
20140102,1122,183.4883,183.5047,183.5031,183.5413,183.5139,16.5255,23.2144,183.5339,0.1,183.5201,0.0164
20140102,1123,183.5017,183.5219,183.518,183.5725,183.5354,22.8983,29.3454,183.5576,0.16,183.5413,0.0197
20140102,1124,183.5067,183.5294,183.5229,183.5883,183.5375,24.9622,12.9482,183.5603,0.06,183.5455,0.0092
20140102,1125,183.5117,183.5329,183.524,183.5847,183.5356,23.6157,7.0278,183.5519,0.06,183.5438,0.0008
20140102,1126,183.5158,183.5342,183.5234,183.5689,183.5317,20.4845,4.0528,183.5407,0.05,183.5398,-0.0038
20140102,1127,183.5158,183.5272,183.5152,183.5397,183.5163,13.8375,-9.6466,183.5175,0,183.5242,-0.013
20140102,1128,183.5158,183.5171,183.5051,183.5026,183.4997,5.665,-14.5554,183.4927,0,183.5068,-0.0173
20140102,1129,183.5167,183.5069,183.4967,183.4673,183.4873,-1.9278,-14.5554,183.4749,0.01,183.493,-0.0158
20140102,1130,183.5167,183.4967,183.4895,183.4427,183.4831,-8.3973,-14.5554,183.4639,0,183.4822,-0.0127
20140102,1131,183.5075,183.4849,183.4819,183.4275,183.4724,-14.2888,-17.4662,183.4545,-0.11,183.4712,-0.0112
20140102,1132,183.4983,183.4699,183.4708,183.4138,183.4568,-20.947,-25.7448,183.4394,-0.11,183.4552,-0.0138
20140102,1133,183.4875,183.4563,183.4615,183.4038,183.4451,-27.1853,-25.7448,183.4276,-0.13,183.4427,-0.0124
20140102,1134,183.4658,183.429,183.4382,183.377,183.4113,-37.294,-46.881,183.3904,-0.26,183.4085,-0.0265
20140102,1135,183.4417,183.405,183.4184,183.3442,183.386,-46.8185,-46.881,183.3589,-0.29,183.3817,-0.0268
20140102,1136,183.4225,183.3863,183.4033,183.3153,183.3695,-53.4588,-42.0686,183.3408,-0.23,183.3632,-0.0208
20140102,1137,183.405,183.3705,183.3905,183.2974,183.3571,-57.9791,-42.0686,183.3309,-0.21,183.349,-0.0153
20140102,1138,183.3875,183.3559,183.3781,183.2872,183.3453,-61.37,-44.2426,183.3227,-0.21,183.3356,-0.0126
20140102,1139,183.3742,183.344,183.3676,183.2835,183.3365,-63.8947,-44.2426,183.3172,-0.16,183.3255,-0.0096
20140102,1140,183.3608,183.331,183.3557,183.2824,183.3249,-66.3511,-48.8148,183.308,-0.16,183.313,-0.0103
20140102,1141,183.3508,183.3263,183.3517,183.2905,183.3257,-62.8216,-26.2306,183.3126,-0.12,183.3132,-0.0022
20140102,1142,183.3392,183.32,183.3453,183.298,183.3233,-57.8828,-31.8702,183.3128,-0.14,183.3089,-0.0024
20140102,1143,183.3317,183.3217,183.346,183.3122,183.3273,-47.9258,-13.0186,183.3238,-0.09,183.3157,0.0046
20140102,1144,183.3267,183.3245,183.3466,183.3278,183.333,-37.8537,-13.0186,183.3339,-0.06,183.3213,0.0061
20140102,1145,183.3233,183.3312,183.3502,183.3466,183.3422,-27.0144,-4.1584,183.3466,-0.04,183.3309,0.009
20140102,1146,183.3258,183.3337,183.3487,183.3566,183.3419,-19.5541,-15.0554,183.3473,0.03,183.3314,0.0034
20140102,1147,183.325,183.3297,183.3412,183.3504,183.3315,-17.4864,-27.11,183.3335,-0.01,183.3221,-0.0057
20140102,1148,183.3217,183.3228,183.3318,183.3313,183.3186,-19.1892,-32.3468,183.3148,-0.04,183.3101,-0.0111
20140102,1149,183.3117,183.3041,183.3115,183.2913,183.2889,-26.6597,-48.494,183.277,-0.12,183.2811,-0.0244
20140102,1150,183.2975,183.2777,183.2851,183.2338,183.2517,-36.9708,-56.909,183.2287,-0.17,183.2438,-0.0347
20140102,1151,183.2792,183.2458,183.2551,183.1655,183.2113,-47.2997,-62.4814,183.1776,-0.22,183.2024,-0.0407
20140102,1152,183.255,183.2028,183.2158,183.0872,183.1585,-57.4378,-70.0792,183.1145,-0.29,183.148,-0.051
20140102,1153,183.2242,183.1574,183.1765,183.0099,183.1088,-65.6449,-72.7544,183.0557,-0.37,183.0957,-0.0525
20140102,1154,183.1992,183.1245,183.1509,182.9585,183.0966,-67.5961,-53.981,183.03,-0.3,183.0674,-0.036
20140102,1155,183.17,183.0938,183.1277,182.9341,183.0775,-67.3104,-55.047,183.0158,-0.35,183.0433,-0.0261
20140102,1156,183.1375,183.0615,183.1019,182.9226,183.0481,-66.862,-59.173,182.9963,-0.39,183.0152,-0.0251
20140102,1157,183.0958,183.0204,183.0662,182.9006,183.0036,-67.6432,-66.68,182.955,-0.5,182.9717,-0.0356
20140102,1158,183.0625,182.9964,183.0468,182.8917,182.9956,-64.1665,-44.1852,182.9419,-0.4,182.9553,-0.0215
20140102,1159,183.035,182.9822,183.035,182.8997,182.9892,-58.0413,-35.6276,182.9475,-0.33,182.9506,-0.0082
20140102,1200,183.0133,182.9799,183.0327,182.9272,182.9969,-49.2084,-22.417,182.9701,-0.26,182.9599,0.0059
20140102,1201,182.9967,182.9778,183.0276,182.9558,182.9974,-41.2317,-25.5802,182.9836,-0.2,182.9631,0.0063
20140102,1202,182.9867,182.9814,183.0265,182.9858,182.9999,-33.7346,-20.2326,182.9972,-0.12,182.9712,0.0087
20140102,1203,182.9808,182.9865,183.0255,183.0119,183.0049,-27.3755,-20.2326,183.0068,-0.07,182.9781,0.0081
20140102,1204,182.9858,182.9987,183.0308,183.0373,183.0187,-20.2518,-9.168,183.0245,0.06,182.9938,0.0132
20140102,1205,182.995,183.0117,183.0368,183.0587,183.0315,-13.1404,-6.4952,183.0416,0.11,183.0091,0.0143
20140102,1206,183.0017,183.0263,183.045,183.0784,183.0461,-5.8407,-1.095,183.0595,0.08,183.0264,0.0157
20140102,1207,183.0117,183.0445,183.0565,183.1005,183.0646,2.1535,6.6512,183.0811,0.12,183.0476,0.0185
20140102,1208,183.025,183.0612,183.0663,183.1201,183.0785,9.5655,6.6512,183.0971,0.16,183.0646,0.0164
20140102,1209,183.0442,183.0727,183.0715,183.1295,183.0838,14.8028,0.5392,183.1013,0.23,183.0731,0.0096
20140102,1210,183.0592,183.0844,183.0789,183.1339,183.0879,19.3492,6.3914,183.1077,0.18,183.0847,0.0091
20140102,1211,183.07,183.0906,183.0822,183.131,183.0892,21.6259,-0.0256,183.1067,0.13,183.089,0.0041
20140102,1212,183.0758,183.0937,183.0834,183.122,183.0894,21.7792,-3.21,183.1016,0.07,183.0899,0
20140102,1213,183.0833,183.0959,183.0844,183.1098,183.0896,20.8872,-3.21,183.0971,0.09,183.0905,-0.0013
20140102,1214,183.0883,183.0954,183.0837,183.0969,183.0872,18.6918,-6.745,183.0911,0.06,183.0885,-0.0032
20140102,1215,183.09,183.0879,183.077,183.0781,183.0754,12.495,-19.5638,183.0748,0.02,183.077,-0.01
20140102,1216,183.0875,183.0787,183.0698,183.0561,183.064,4.4052,-22.4704,183.0581,-0.03,183.0655,-0.0122
20140102,1217,183.0842,183.0699,183.0637,183.0367,183.0555,-3.5199,-22.4704,183.0464,-0.04,183.0564,-0.0109
20140102,1218,183.0742,183.0523,183.0492,183.0109,183.0341,-15.1208,-38.3716,183.0214,-0.12,183.0346,-0.0187
20140102,1219,183.065,183.0424,183.0432,182.9935,183.0309,-21.8913,-20.4108,183.0128,-0.11,183.0272,-0.0115
20140102,1220,183.0533,183.0294,183.0335,182.9786,183.0244,-27.1587,-28.0518,183.0013,-0.14,183.0142,-0.0122
20140102,1221,183.045,183.0212,183.0283,182.9742,183.0211,-28.7986,-19.6944,182.9985,-0.1,183.009,-0.007
20140102,1222,183.0333,183.0112,183.0209,182.9711,183.0166,-29.8869,-25.032,182.9925,-0.14,183.0001,-0.0075
20140102,1223,183.0225,183.0014,183.0131,182.9681,183.0049,-31.1021,-27.6548,182.9846,-0.13,182.9908,-0.0081
20140102,1224,183.0133,182.9949,183.008,182.9679,183.0021,-31.2121,-22.9618,182.9816,-0.11,182.9862,-0.0052
20140102,1225,183.0067,182.9944,183.0083,182.9752,183.0041,-27.9219,-9.7564,182.9893,-0.08,182.99,0.0016
20140102,1226,182.9967,182.9872,183.0009,182.9764,182.9979,-26.5153,-24.499,182.9823,-0.12,182.981,-0.0047
20140102,1227,182.9842,182.9708,182.9838,182.9576,182.9709,-29.724,-39.575,182.9536,-0.15,182.9569,-0.0177
20140102,1228,182.9733,182.9578,182.9709,182.9319,182.956,-32.9505,-35.3628,182.9318,-0.13,182.9405,-0.0174
20140102,1229,182.9633,182.9481,182.9615,182.9106,182.9445,-34.7144,-31.0482,182.9208,-0.12,182.9303,-0.0128
20140102,1230,182.9592,182.9414,182.9551,182.899,182.9384,-34.796,-26.6444,182.9183,-0.05,182.9249,-0.0074
20140102,1231,182.9483,182.9292,182.9436,182.8861,182.9274,-35.8859,-36.0252,182.9064,-0.13,182.9111,-0.0111
20140102,1232,182.94,182.9187,182.9338,182.8761,182.9156,-37.2112,-36.0252,182.8962,-0.1,182.9006,-0.0104
20140102,1233,182.9275,182.9049,182.9209,182.8645,182.8992,-39.6897,-42.5794,182.8804,-0.15,182.8851,-0.0135
20140102,1234,182.9217,182.9022,182.9192,182.8662,182.9008,-36.7429,-16.5318,182.8858,-0.07,182.888,-0.0023
20140102,1235,182.9158,182.8988,182.9163,182.8728,182.9006,-32.6024,-19.2152,182.8912,-0.07,182.8881,0.0002
20140102,1236,182.9117,182.901,182.9184,182.8882,182.9057,-26.1484,-7.8662,182.9037,-0.05,182.8958,0.006
20140102,1237,182.9025,182.8992,182.9156,182.8998,182.9051,-21.3346,-16.5342,182.9053,-0.11,182.8947,0.0019
20140102,1238,182.8983,182.9004,182.9147,182.9091,182.906,-17.1953,-12.6794,182.907,-0.05,182.8966,0.0019
20140102,1239,182.9008,182.9037,182.9155,182.9167,182.9095,-13.1624,-8.7548,182.9112,0.03,182.9007,0.0033
20140102,1240,182.9042,182.9097,182.9193,182.9257,182.9171,-8.2109,-1.074,182.9206,0.04,182.909,0.0065
20140102,1241,182.9058,182.9137,182.9209,182.9323,182.9191,-4.1475,-4.7436,182.9253,0.02,182.9132,0.0048
20140102,1242,182.905,182.9144,182.9193,182.9315,182.9168,-2.3577,-11.8756,182.9218,-0.01,182.9117,0.0001
20140102,1243,182.905,182.9105,182.9132,182.9207,182.9076,-3.9632,-21.494,182.9087,0,182.9032,-0.0065
20140102,1244,182.8983,182.8944,182.8958,182.8887,182.8807,-12.1494,-40.4136,182.8739,-0.08,182.877,-0.0209
20140102,1245,182.8933,182.8777,182.8795,182.847,182.858,-21.6265,-42.3096,182.8418,-0.06,182.854,-0.0239
20140102,1246,182.8867,182.8679,182.8719,182.816,182.8528,-26.4085,-24.9602,182.8317,-0.08,182.8458,-0.0143
20140102,1247,182.8808,182.8592,182.8655,182.8,182.8471,-28.5615,-24.9602,182.8291,-0.07,182.8395,-0.0087
20140102,1248,182.8758,182.8576,182.8662,182.8046,182.8528,-26.0525,-9.1272,182.8406,-0.06,182.8446,0.0013
20140102,1249,182.875,182.8597,182.8698,182.8249,182.8621,-20.5746,-2.0728,182.8576,-0.01,182.8538,0.0078
20140102,1250,182.8725,182.8605,182.8714,182.8506,182.8648,-15.3036,-5.4082,182.8678,-0.03,182.8588,0.0069
20140102,1251,182.8675,182.8586,182.8696,182.8682,182.8636,-11.9762,-11.9512,182.8676,-0.06,182.8579,0.0022
20140102,1252,182.8625,182.8605,182.8712,182.88,182.8654,-8.4399,-4.0962,182.8712,-0.06,182.8623,0.0036
20140102,1253,182.8575,182.8617,182.871,182.8845,182.8661,-5.9304,-7.6312,182.8716,-0.06,182.8633,0.0018
20140102,1254,182.8525,182.8605,182.8678,182.8794,182.8621,-5.5275,-14.5068,182.8653,-0.06,182.8594,-0.0025
20140102,1255,182.8575,182.874,182.8789,182.8878,182.8771,0.513,16.138,182.8861,0.06,182.8783,0.0115
20140102,1256,182.8692,182.8867,182.8883,182.9049,182.8928,7.4416,16.138,182.9063,0.14,182.8934,0.0143
20140102,1257,182.8792,182.8929,182.8916,182.919,182.8971,11.2817,4.9914,182.9116,0.12,182.8979,0.0078
20140102,1258,182.8883,182.9023,182.8991,182.9315,182.9019,14.9902,13.9962,182.9211,0.11,182.9088,0.0094
20140102,1259,182.8992,182.9133,182.9085,182.9464,182.9164,19.0856,19.542,182.9346,0.13,182.9222,0.0116
20140102,1300,182.9108,182.9304,182.9241,182.9712,182.9398,25.1368,31.5756,182.9597,0.14,182.945,0.0188
20140102,1301,182.9208,182.9456,182.9373,182.9947,182.9574,30.8402,31.5756,182.9798,0.12,182.9628,0.0181
20140102,1302,182.9342,182.964,182.9531,183.0196,182.978,36.8227,38.178,183.0017,0.16,182.9841,0.0198
20140102,1303,182.9517,182.9849,182.9711,183.0474,183.001,43.1245,44.0656,183.0265,0.21,183.0079,0.0221
20140102,1304,182.9658,183,182.9832,183.0676,183.0076,46.7282,34.7336,183.0386,0.17,183.0216,0.0158
20140102,1305,182.98,183.0114,182.992,183.0754,183.0157,47.7579,30.1354,183.0415,0.17,183.0296,0.0094
20140102,1306,182.995,183.0191,182.9978,183.0708,183.0193,46.6041,25.4644,183.0387,0.18,183.0331,0.0041
20140102,1307,183.0008,183.0214,182.9997,183.0569,183.017,42.6691,16.3526,183.0297,0.07,183.0307,-0.0017
20140102,1308,183.005,183.0197,182.9982,183.035,183.0102,36.0412,7.811,183.0161,0.05,183.0235,-0.0067
20140102,1309,183.0108,183.0159,182.9954,183.01,183.0027,28.1145,3.6602,183.0026,0.07,183.0152,-0.0089
20140102,1310,183.0125,183.0081,182.99,182.9847,182.992,18.7131,-4.3726,182.9872,0.02,183.0035,-0.0115
20140102,1311,183.0108,182.9969,182.9823,182.9602,182.979,8.127,-11.8266,182.97,-0.02,182.9892,-0.0138
20140102,1312,183.0058,182.9876,182.9773,182.9427,182.9746,-0.7459,-7.266,182.9606,-0.06,182.9802,-0.0106
20140102,1313,183,182.9774,182.9716,182.9312,182.9708,-8.5217,-11.216,182.9525,-0.07,182.9706,-0.0094
20140102,1314,182.9908,182.9667,182.9652,182.9236,182.9606,-15.6301,-15.1584,182.9442,-0.11,182.9606,-0.0091
20140102,1315,182.9783,182.9558,182.9582,182.917,182.9504,-22.3415,-19.0784,182.9353,-0.15,182.9502,-0.0092
20140102,1316,182.9667,182.9453,182.9508,182.9105,182.9403,-28.8086,-22.9614,182.926,-0.14,182.9396,-0.0093
20140102,1317,182.9567,182.9381,182.9461,182.9075,182.9381,-33.0708,-16.8448,182.9223,-0.12,182.9338,-0.0062
20140102,1318,182.9467,182.9309,182.9405,182.905,182.9349,-36.4986,-21.125,182.9179,-0.12,182.9269,-0.0057
20140102,1319,182.9383,182.9253,182.9358,182.9034,182.9287,-39.1388,-21.125,182.9146,-0.1,182.9215,-0.0046
20140102,1320,182.9325,182.9224,182.9334,182.9049,182.9265,-39.4469,-14.1336,182.9155,-0.07,182.9198,-0.0018
20140102,1321,182.9258,182.9174,182.9282,182.9045,182.9225,-40.1431,-23.7378,182.9111,-0.08,182.9137,-0.0039
20140102,1322,182.9233,182.9181,182.9285,182.909,182.9235,-35.522,-4.5942,182.9158,-0.03,182.9164,0.001
20140102,1323,182.9258,182.9253,182.9349,182.9238,182.9351,-23.1398,14.6192,182.9328,0.03,182.9284,0.0092
20140102,1324,182.9275,182.9321,182.9403,182.9435,182.9439,-10.7554,14.6192,182.9473,0.02,182.938,0.0104
20140102,1325,182.9225,182.9247,182.931,182.9426,182.9279,-10.0183,-23.1712,182.9305,-0.06,182.9236,-0.006
20140102,1326,182.9167,182.9151,182.9201,182.9234,182.9109,-14.8016,-28.8576,182.9061,-0.07,182.9073,-0.0138
20140102,1327,182.9108,182.9049,182.9093,182.8954,182.8957,-20.75,-31.6182,182.8845,-0.07,182.8921,-0.0157
20140102,1328,182.9067,182.8971,182.9017,182.8705,182.8917,-24.8888,-26.2728,182.8727,-0.05,182.8827,-0.0121
20140102,1329,182.9042,182.8945,182.8999,182.8577,182.8913,-24.7095,-11.4584,182.8754,-0.03,182.8827,-0.0039
20140102,1330,182.9008,182.8892,182.8953,182.8518,182.8884,-24.1883,-18.4192,182.8744,-0.04,182.8781,-0.0038
20140102,1331,182.8975,182.8845,182.8914,182.8532,182.8838,-23.6217,-18.4192,182.8728,-0.04,182.8745,-0.0032
20140102,1332,182.885,182.8649,182.8727,182.8368,182.8554,-28.761,-44.4196,182.8422,-0.15,182.8474,-0.0191
20140102,1333,182.88,182.8579,182.8677,182.826,182.8533,-28.4149,-16.1512,182.8351,-0.06,182.8433,-0.0095
20140102,1334,182.8742,182.8549,182.8665,182.8245,182.855,-24.8115,-9.4724,182.841,-0.07,182.8451,-0.0014
20140102,1335,182.865,182.8527,182.8655,182.8314,182.8563,-20.9084,-9.4724,182.8478,-0.11,182.8468,0.0015
20140102,1336,182.8517,182.8442,182.857,182.8297,182.8447,-19.845,-22.6972,182.8381,-0.16,182.8361,-0.0061
20140102,1337,182.8467,182.8394,182.8513,182.8254,182.8398,-19.3258,-18.9072,182.8307,-0.06,182.8303,-0.006
20140102,1338,182.8483,182.8445,182.8557,182.8349,182.8499,-15.1993,1.0904,182.8437,0.02,182.8405,0.0051
20140102,1339,182.8458,182.8401,182.8502,182.8378,182.8465,-13.2439,-14.5812,182.8394,-0.03,182.8341,-0.0021
20140102,1340,182.84,182.8315,182.8409,182.8282,182.8324,-13.8005,-21.241,182.8239,-0.07,182.8218,-0.0091
20140102,1341,182.8325,182.8254,182.8346,182.8141,182.8268,-14.6099,-17.8984,182.8136,-0.09,182.8147,-0.0083
20140102,1342,182.8283,182.8235,182.8324,182.8079,182.8251,-14.2486,-11.2088,182.8134,-0.05,182.8142,-0.0033
20140102,1343,182.825,182.8237,182.832,182.8089,182.8263,-12.8863,-7.8704,182.8182,-0.04,182.8164,0.0006
20140102,1344,182.8283,182.8214,182.8286,182.8081,182.8238,-12.1867,-13.5338,182.8168,0.04,182.8134,-0.0015
20140102,1345,182.8242,182.8155,182.8227,182.8039,182.8154,-12.818,-18.9678,182.8086,-0.05,182.8063,-0.0053
20140102,1346,182.8175,182.8087,182.8161,182.7966,182.8065,-14.4646,-21.6534,182.7984,-0.08,182.7984,-0.0074
20140102,1347,182.8192,182.8183,182.826,182.8093,182.8227,-9.7688,10.6514,182.8204,0.02,182.8167,0.0098
20140102,1348,182.8358,182.8477,182.8543,182.8591,182.8696,3.7699,35.0946,182.881,0.2,182.8633,0.0356
20140102,1349,182.8475,182.8668,182.8705,182.9132,182.8846,13.8412,21.1844,182.9169,0.14,182.8878,0.0299
20140102,1350,182.855,182.8856,182.8858,182.9598,182.9014,20.7594,22.9162,182.9401,0.09,182.9095,0.0247
20140102,1351,182.8692,182.9064,182.9019,182.9954,182.9236,26.0211,26.4424,182.9597,0.17,182.9314,0.0222
20140102,1352,182.8867,182.9265,182.917,183.0216,182.9427,30.1805,28.2332,182.9757,0.21,182.9509,0.0193
